,id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
4985,1042,21,female,medium,1,0,palmar right,Hand_0005388.jpg,0
4986,1042,21,female,medium,1,0,palmar right,Hand_0005389.jpg,0
4987,1042,21,female,medium,1,0,palmar right,Hand_0005390.jpg,0
4988,1042,21,female,medium,1,0,palmar right,Hand_0005391.jpg,0
5007,1042,21,female,medium,0,0,palmar left,Hand_0005410.jpg,0
5008,1042,21,female,medium,0,0,palmar left,Hand_0005411.jpg,0
5009,1042,21,female,medium,0,0,palmar left,Hand_0005412.jpg,0
5010,1042,21,female,medium,0,0,palmar left,Hand_0005413.jpg,0
5011,1042,21,female,medium,0,0,palmar left,Hand_0005414.jpg,0
5012,1042,21,female,medium,0,0,palmar left,Hand_0005415.jpg,0
5013,1042,21,female,medium,0,0,palmar left,Hand_0005416.jpg,0
5014,1042,21,female,medium,0,0,palmar left,Hand_0005417.jpg,0
5015,1042,21,female,medium,0,0,palmar left,Hand_0005418.jpg,0
5016,1042,21,female,medium,0,0,palmar left,Hand_0005419.jpg,0
5017,1042,21,female,medium,0,0,palmar left,Hand_0005420.jpg,0
5018,1042,21,female,medium,0,0,palmar left,Hand_0005421.jpg,0
5019,1042,21,female,medium,0,0,palmar left,Hand_0005422.jpg,0
5020,1042,21,female,medium,0,0,palmar left,Hand_0005423.jpg,0
5021,1042,21,female,medium,0,0,palmar left,Hand_0005424.jpg,0
5022,1042,21,female,medium,0,0,palmar left,Hand_0005425.jpg,0
5023,1042,21,female,medium,0,0,palmar left,Hand_0005426.jpg,0
5038,1061,20,female,fair,1,0,palmar right,Hand_0005441.jpg,0
5039,1061,20,female,fair,1,0,palmar right,Hand_0005442.jpg,0
5040,1061,20,female,fair,1,0,palmar right,Hand_0005443.jpg,0
5041,1061,20,female,fair,1,0,palmar right,Hand_0005444.jpg,0
5042,1061,20,female,fair,1,0,palmar right,Hand_0005445.jpg,0
5043,1061,20,female,fair,1,0,palmar right,Hand_0005446.jpg,0
5044,1061,20,female,fair,1,0,palmar right,Hand_0005447.jpg,0
5045,1061,20,female,fair,1,0,palmar right,Hand_0005448.jpg,0
5046,1061,20,female,fair,1,0,palmar right,Hand_0005449.jpg,0
5047,1061,20,female,fair,1,0,palmar right,Hand_0005450.jpg,0
5048,1061,20,female,fair,1,0,palmar right,Hand_0005451.jpg,0
5068,1061,20,female,fair,1,0,palmar left,Hand_0005471.jpg,0
5069,1061,20,female,fair,1,0,palmar left,Hand_0005472.jpg,0
5070,1061,20,female,fair,1,0,palmar left,Hand_0005473.jpg,0
5071,1061,20,female,fair,1,0,palmar left,Hand_0005474.jpg,0
5072,1061,20,female,fair,1,0,palmar left,Hand_0005475.jpg,0
5073,1061,20,female,fair,1,0,palmar left,Hand_0005476.jpg,0
5074,1061,20,female,fair,1,0,palmar left,Hand_0005477.jpg,0
5075,1061,20,female,fair,1,0,palmar left,Hand_0005478.jpg,0
5076,1061,20,female,fair,1,0,palmar left,Hand_0005479.jpg,0
5077,1061,20,female,fair,1,0,palmar left,Hand_0005480.jpg,0
5078,1061,20,female,fair,1,0,palmar left,Hand_0005481.jpg,0
5079,1061,20,female,fair,1,0,palmar left,Hand_0005482.jpg,0
5096,576,21,female,medium,0,0,palmar right,Hand_0005499.jpg,0
5097,576,21,female,medium,0,0,palmar right,Hand_0005500.jpg,0
5098,576,21,female,medium,0,0,palmar right,Hand_0005501.jpg,0
5099,576,21,female,medium,0,0,palmar right,Hand_0005502.jpg,0
5100,576,21,female,medium,0,0,palmar right,Hand_0005503.jpg,0
5101,576,21,female,medium,0,0,palmar right,Hand_0005504.jpg,0
5102,576,21,female,medium,0,0,palmar right,Hand_0005505.jpg,0
5103,576,21,female,medium,0,0,palmar right,Hand_0005506.jpg,0
5104,576,21,female,medium,0,0,palmar right,Hand_0005507.jpg,0
5105,576,21,female,medium,0,0,palmar right,Hand_0005508.jpg,0
5106,576,21,female,medium,0,0,palmar right,Hand_0005509.jpg,0
5107,576,21,female,medium,0,0,palmar right,Hand_0005510.jpg,0
5108,576,21,female,medium,0,0,palmar right,Hand_0005511.jpg,0
5109,576,21,female,medium,0,0,palmar right,Hand_0005512.jpg,0
5122,576,21,female,medium,0,0,palmar left,Hand_0005525.jpg,0
5123,576,21,female,medium,0,0,palmar left,Hand_0005526.jpg,0
5124,576,21,female,medium,0,0,palmar left,Hand_0005527.jpg,0
5125,576,21,female,medium,0,0,palmar left,Hand_0005528.jpg,0
5126,576,21,female,medium,0,0,palmar left,Hand_0005529.jpg,0
5127,576,21,female,medium,0,0,palmar left,Hand_0005530.jpg,0
5128,576,21,female,medium,0,0,palmar left,Hand_0005531.jpg,0
5129,576,21,female,medium,0,0,palmar left,Hand_0005532.jpg,0
5130,576,21,female,medium,0,0,palmar left,Hand_0005533.jpg,0
5131,576,21,female,medium,0,0,palmar left,Hand_0005535.jpg,0
5132,576,21,female,medium,0,0,palmar left,Hand_0005536.jpg,0
5156,1067,21,female,medium,1,0,palmar right,Hand_0005560.jpg,0
5157,1067,21,female,medium,1,0,palmar right,Hand_0005561.jpg,0
5158,1067,21,female,medium,1,0,palmar right,Hand_0005562.jpg,0
5159,1067,21,female,medium,1,0,palmar right,Hand_0005564.jpg,0
5160,1067,21,female,medium,1,0,palmar right,Hand_0005565.jpg,0
5161,1067,21,female,medium,1,0,palmar right,Hand_0005566.jpg,0
5162,1067,21,female,medium,1,0,palmar right,Hand_0005567.jpg,0
5163,1067,21,female,medium,1,0,palmar right,Hand_0005568.jpg,0
5164,1067,21,female,medium,1,0,palmar right,Hand_0005569.jpg,0
5165,1067,21,female,medium,1,0,palmar right,Hand_0005570.jpg,0
5166,1067,21,female,medium,1,0,palmar right,Hand_0005571.jpg,0
5167,1067,21,female,medium,1,0,palmar right,Hand_0005572.jpg,0
5168,1067,21,female,medium,1,0,palmar right,Hand_0005573.jpg,0
5169,1067,21,female,medium,1,0,palmar right,Hand_0005574.jpg,0
5170,1067,21,female,medium,1,0,palmar right,Hand_0005575.jpg,0
5171,1067,21,female,medium,1,0,palmar right,Hand_0005576.jpg,0
5172,1067,21,female,medium,1,0,palmar right,Hand_0005577.jpg,0
5173,1067,21,female,medium,1,0,palmar right,Hand_0005578.jpg,0
5174,1067,21,female,medium,1,0,palmar right,Hand_0005579.jpg,0
5175,1067,21,female,medium,1,0,palmar right,Hand_0005580.jpg,0
5176,1067,21,female,medium,1,0,palmar right,Hand_0005581.jpg,0
5177,1067,21,female,medium,1,0,palmar right,Hand_0005582.jpg,0
5178,1067,21,female,medium,1,0,palmar right,Hand_0005583.jpg,0
5179,1067,21,female,medium,1,0,palmar right,Hand_0005584.jpg,0
5180,1067,21,female,medium,1,0,palmar right,Hand_0005585.jpg,0
5202,1067,21,female,medium,0,0,palmar left,Hand_0005607.jpg,0
5203,1067,21,female,medium,0,0,palmar left,Hand_0005608.jpg,0
5204,1067,21,female,medium,0,0,palmar left,Hand_0005609.jpg,0
5205,1067,21,female,medium,0,0,palmar left,Hand_0005610.jpg,0
5206,1067,21,female,medium,0,0,palmar left,Hand_0005611.jpg,0
5207,1067,21,female,medium,0,0,palmar left,Hand_0005612.jpg,0
5208,1067,21,female,medium,0,0,palmar left,Hand_0005613.jpg,0
5209,1067,21,female,medium,0,0,palmar left,Hand_0005614.jpg,0
5210,1067,21,female,medium,0,0,palmar left,Hand_0005615.jpg,0
5211,1067,21,female,medium,0,0,palmar left,Hand_0005616.jpg,0
5212,1067,21,female,medium,0,0,palmar left,Hand_0005617.jpg,0
5213,1067,21,female,medium,0,0,palmar left,Hand_0005618.jpg,0
5214,1067,21,female,medium,0,0,palmar left,Hand_0005619.jpg,0
5215,1067,21,female,medium,0,0,palmar left,Hand_0005620.jpg,0
5216,1067,21,female,medium,0,0,palmar left,Hand_0005621.jpg,0
5217,1067,21,female,medium,0,0,palmar left,Hand_0005622.jpg,0
5218,1067,21,female,medium,0,0,palmar left,Hand_0005623.jpg,0
5235,1041,20,female,medium,1,0,palmar right,Hand_0005640.jpg,0
5236,1041,20,female,medium,1,0,palmar right,Hand_0005641.jpg,0
5237,1041,20,female,medium,1,0,palmar right,Hand_0005642.jpg,0
5238,1041,20,female,medium,1,0,palmar right,Hand_0005643.jpg,0
5239,1041,20,female,medium,1,0,palmar right,Hand_0005644.jpg,0
5240,1041,20,female,medium,1,0,palmar right,Hand_0005645.jpg,0
5241,1041,20,female,medium,1,0,palmar right,Hand_0005646.jpg,0
5242,1041,20,female,medium,1,0,palmar right,Hand_0005647.jpg,0
5243,1041,20,female,medium,1,0,palmar right,Hand_0005648.jpg,0
5244,1041,20,female,medium,1,0,palmar right,Hand_0005649.jpg,0
5245,1041,20,female,medium,1,0,palmar right,Hand_0005650.jpg,0
5246,1041,20,female,medium,1,0,palmar right,Hand_0005651.jpg,0
5247,1041,20,female,medium,1,0,palmar right,Hand_0005652.jpg,0
5248,1041,20,female,medium,1,0,palmar right,Hand_0005653.jpg,0
5261,1041,20,female,medium,1,0,palmar left,Hand_0005666.jpg,0
5262,1041,20,female,medium,1,0,palmar left,Hand_0005667.jpg,0
5263,1041,20,female,medium,1,0,palmar left,Hand_0005668.jpg,0
5264,1041,20,female,medium,1,0,palmar left,Hand_0005669.jpg,0
5265,1041,20,female,medium,1,0,palmar left,Hand_0005670.jpg,0
5266,1041,20,female,medium,1,0,palmar left,Hand_0005671.jpg,0
5267,1041,20,female,medium,1,0,palmar left,Hand_0005672.jpg,0
5268,1041,20,female,medium,1,0,palmar left,Hand_0005673.jpg,0
5289,1529,22,male,fair,0,0,palmar right,Hand_0005694.jpg,0
5290,1529,22,male,fair,0,0,palmar right,Hand_0005695.jpg,0
5291,1529,22,male,fair,0,0,palmar right,Hand_0005696.jpg,0
5292,1529,22,male,fair,0,0,palmar right,Hand_0005697.jpg,0
5293,1529,22,male,fair,0,0,palmar right,Hand_0005698.jpg,0
5294,1529,22,male,fair,0,0,palmar right,Hand_0005699.jpg,0
5295,1529,22,male,fair,0,0,palmar right,Hand_0005700.jpg,0
5296,1529,22,male,fair,0,0,palmar right,Hand_0005701.jpg,0
5297,1529,22,male,fair,0,0,palmar right,Hand_0005702.jpg,0
5298,1529,22,male,fair,0,0,palmar right,Hand_0005703.jpg,0
5299,1529,22,male,fair,0,0,palmar right,Hand_0005704.jpg,0
5300,1529,22,male,fair,0,0,palmar right,Hand_0005705.jpg,0
5301,1529,22,male,fair,0,0,palmar right,Hand_0005706.jpg,0
5302,1529,22,male,fair,0,0,palmar right,Hand_0005707.jpg,0
5303,1529,22,male,fair,0,0,palmar right,Hand_0005708.jpg,0
5304,1529,22,male,fair,0,0,palmar right,Hand_0005709.jpg,0
5305,1529,22,male,fair,0,0,palmar right,Hand_0005710.jpg,0
5306,1529,22,male,fair,0,0,palmar right,Hand_0005711.jpg,0
5323,1529,22,male,fair,0,0,palmar left,Hand_0005728.jpg,0
5324,1529,22,male,fair,0,0,palmar left,Hand_0005729.jpg,0
5325,1529,22,male,fair,0,0,palmar left,Hand_0005730.jpg,0
5326,1529,22,male,fair,0,0,palmar left,Hand_0005731.jpg,0
5327,1529,22,male,fair,0,0,palmar left,Hand_0005732.jpg,0
5328,1529,22,male,fair,0,0,palmar left,Hand_0005733.jpg,0
5329,1529,22,male,fair,0,0,palmar left,Hand_0005734.jpg,0
5330,1529,22,male,fair,0,0,palmar left,Hand_0005735.jpg,0
5331,1529,22,male,fair,0,0,palmar left,Hand_0005736.jpg,0
5332,1529,22,male,fair,0,0,palmar left,Hand_0005737.jpg,0
5333,1529,22,male,fair,0,0,palmar left,Hand_0005738.jpg,0
5334,1529,22,male,fair,0,0,palmar left,Hand_0005739.jpg,0
5345,1557,21,female,medium,1,0,palmar right,Hand_0005750.jpg,0
5346,1557,21,female,medium,1,0,palmar right,Hand_0005751.jpg,0
5347,1557,21,female,medium,1,0,palmar right,Hand_0005752.jpg,0
5348,1557,21,female,medium,1,0,palmar right,Hand_0005753.jpg,0
5349,1557,21,female,medium,1,0,palmar right,Hand_0005754.jpg,0
5350,1557,21,female,medium,1,0,palmar right,Hand_0005755.jpg,0
5351,1557,21,female,medium,1,0,palmar right,Hand_0005756.jpg,0
5352,1557,21,female,medium,1,0,palmar right,Hand_0005757.jpg,0
5353,1557,21,female,medium,1,0,palmar right,Hand_0005758.jpg,0
5354,1557,21,female,medium,1,0,palmar right,Hand_0005759.jpg,0
5364,1557,21,female,medium,1,0,palmar left,Hand_0005770.jpg,0
5365,1557,21,female,medium,1,0,palmar left,Hand_0005771.jpg,0
5366,1557,21,female,medium,1,0,palmar left,Hand_0005772.jpg,0
5367,1557,21,female,medium,1,0,palmar left,Hand_0005773.jpg,0
5368,1557,21,female,medium,1,0,palmar left,Hand_0005774.jpg,0
5369,1557,21,female,medium,1,0,palmar left,Hand_0005775.jpg,0
5370,1557,21,female,medium,1,0,palmar left,Hand_0005776.jpg,0
5371,1557,21,female,medium,1,0,palmar left,Hand_0005777.jpg,0
5372,1557,21,female,medium,1,0,palmar left,Hand_0005778.jpg,0
5373,1557,21,female,medium,1,0,palmar left,Hand_0005779.jpg,0
5374,1557,21,female,medium,1,0,palmar left,Hand_0005780.jpg,0
5375,1557,21,female,medium,1,0,palmar left,Hand_0005781.jpg,0
5376,1557,21,female,medium,1,0,palmar left,Hand_0005782.jpg,0
5377,1557,21,female,medium,1,0,palmar left,Hand_0005783.jpg,0
5391,1079,21,female,fair,0,0,palmar left,Hand_0005797.jpg,0
5392,1079,21,female,fair,0,0,palmar left,Hand_0005798.jpg,0
5393,1079,21,female,fair,0,0,palmar left,Hand_0005799.jpg,0
5394,1079,21,female,fair,0,0,palmar left,Hand_0005800.jpg,0
5395,1079,21,female,fair,0,0,palmar left,Hand_0005801.jpg,0
5396,1079,21,female,fair,0,0,palmar left,Hand_0005802.jpg,0
5397,1079,21,female,fair,0,0,palmar left,Hand_0005803.jpg,0
5398,1079,21,female,fair,0,0,palmar left,Hand_0005804.jpg,0
5399,1079,21,female,fair,0,0,palmar left,Hand_0005805.jpg,0
5400,1079,21,female,fair,0,0,palmar left,Hand_0005806.jpg,0
5401,1079,21,female,fair,0,0,palmar left,Hand_0005807.jpg,0
5402,1079,21,female,fair,0,0,palmar left,Hand_0005808.jpg,0
5403,1079,21,female,fair,0,0,palmar right,Hand_0005809.jpg,0
5404,1079,21,female,fair,0,0,palmar right,Hand_0005810.jpg,0
5405,1079,21,female,fair,0,0,palmar right,Hand_0005811.jpg,0
5406,1079,21,female,fair,0,0,palmar right,Hand_0005812.jpg,0
5407,1079,21,female,fair,0,0,palmar right,Hand_0005813.jpg,0
5408,1079,21,female,fair,0,0,palmar right,Hand_0005814.jpg,0
5409,1079,21,female,fair,0,0,palmar right,Hand_0005815.jpg,0
5410,1079,21,female,fair,0,0,palmar right,Hand_0005816.jpg,0
5411,1079,21,female,fair,0,0,palmar right,Hand_0005817.jpg,0
5412,1079,21,female,fair,0,0,palmar right,Hand_0005818.jpg,0
5413,1079,21,female,fair,0,0,palmar right,Hand_0005819.jpg,0
5414,1079,21,female,fair,0,0,palmar right,Hand_0005820.jpg,0
5415,1079,21,female,fair,0,0,palmar right,Hand_0005821.jpg,0
5416,1079,21,female,fair,0,0,palmar right,Hand_0005822.jpg,0
5417,1079,21,female,fair,0,0,palmar right,Hand_0005823.jpg,0
5436,588,21,female,medium,0,0,palmar right,Hand_0005842.jpg,0
5437,588,21,female,medium,0,0,palmar right,Hand_0005843.jpg,0
5438,588,21,female,medium,0,0,palmar right,Hand_0005844.jpg,0
5439,588,21,female,medium,0,0,palmar right,Hand_0005846.jpg,0
5440,588,21,female,medium,0,0,palmar right,Hand_0005847.jpg,0
5441,588,21,female,medium,0,0,palmar right,Hand_0005848.jpg,0
5442,588,21,female,medium,0,0,palmar right,Hand_0005849.jpg,0
5443,588,21,female,medium,0,0,palmar right,Hand_0005850.jpg,0
5444,588,21,female,medium,0,0,palmar right,Hand_0005851.jpg,0
5445,588,21,female,medium,0,0,palmar right,Hand_0005852.jpg,0
5446,588,21,female,medium,0,0,palmar right,Hand_0005853.jpg,0
5447,588,21,female,medium,0,0,palmar right,Hand_0005854.jpg,0
5460,588,21,female,medium,0,0,palmar left,Hand_0005867.jpg,0
5461,588,21,female,medium,0,0,palmar left,Hand_0005870.jpg,0
5462,588,21,female,medium,0,0,palmar left,Hand_0005871.jpg,0
5463,588,21,female,medium,0,0,palmar left,Hand_0005872.jpg,0
5464,588,21,female,medium,0,0,palmar left,Hand_0005873.jpg,0
5465,588,21,female,medium,0,0,palmar left,Hand_0005874.jpg,0
5466,588,21,female,medium,0,0,palmar left,Hand_0005875.jpg,0
5467,588,21,female,medium,0,0,palmar left,Hand_0005876.jpg,0
5468,588,21,female,medium,0,0,palmar left,Hand_0005877.jpg,0
5469,588,21,female,medium,0,0,palmar left,Hand_0005878.jpg,0
5470,588,21,female,medium,0,0,palmar left,Hand_0005879.jpg,0
5471,588,21,female,medium,0,0,palmar left,Hand_0005880.jpg,0
5472,588,21,female,medium,0,0,palmar left,Hand_0005881.jpg,0
5473,588,21,female,medium,0,0,palmar left,Hand_0005882.jpg,0
5509,587,22,female,medium,0,0,palmar right,Hand_0005918.jpg,0
5510,587,22,female,medium,0,0,palmar right,Hand_0005919.jpg,0
5511,587,22,female,medium,0,0,palmar right,Hand_0005920.jpg,0
5512,587,22,female,medium,0,0,palmar right,Hand_0005921.jpg,0
5513,587,22,female,medium,0,0,palmar right,Hand_0005922.jpg,0
5514,587,22,female,medium,0,0,palmar right,Hand_0005923.jpg,0
5515,587,22,female,medium,0,0,palmar right,Hand_0005924.jpg,0
5516,587,22,female,medium,0,0,palmar right,Hand_0005925.jpg,0
5517,587,22,female,medium,0,0,palmar right,Hand_0005926.jpg,0
5518,587,22,female,medium,0,0,palmar right,Hand_0005927.jpg,0
5519,587,22,female,medium,0,0,palmar right,Hand_0005928.jpg,0
5520,587,22,female,medium,0,0,palmar right,Hand_0005929.jpg,0
5521,587,22,female,medium,0,0,palmar right,Hand_0005930.jpg,0
5522,587,22,female,medium,0,0,palmar right,Hand_0005931.jpg,0
5538,587,22,female,medium,1,0,palmar left,Hand_0005947.jpg,0
5539,587,22,female,medium,1,0,palmar left,Hand_0005948.jpg,0
5540,587,22,female,medium,1,0,palmar left,Hand_0005949.jpg,0
5541,587,22,female,medium,1,0,palmar left,Hand_0005950.jpg,0
5542,587,22,female,medium,1,0,palmar left,Hand_0005951.jpg,0
5543,587,22,female,medium,1,0,palmar left,Hand_0005952.jpg,0
5544,587,22,female,medium,1,0,palmar left,Hand_0005953.jpg,0
5545,587,22,female,medium,1,0,palmar left,Hand_0005954.jpg,0
5546,587,22,female,medium,1,0,palmar left,Hand_0005955.jpg,0
5547,587,22,female,medium,1,0,palmar left,Hand_0005956.jpg,0
5548,587,22,female,medium,1,0,palmar left,Hand_0005957.jpg,0
5549,587,22,female,medium,1,0,palmar left,Hand_0005958.jpg,0
5550,587,22,female,medium,1,0,palmar left,Hand_0005959.jpg,0
5551,587,22,female,medium,1,0,palmar left,Hand_0005960.jpg,0
5552,587,22,female,medium,1,0,palmar left,Hand_0005961.jpg,0
5573,586,21,female,fair,1,0,palmar right,Hand_0005982.jpg,0
5574,586,21,female,fair,1,0,palmar right,Hand_0005983.jpg,0
5575,586,21,female,fair,1,0,palmar right,Hand_0005984.jpg,0
5576,586,21,female,fair,1,0,palmar right,Hand_0005985.jpg,0
5577,586,21,female,fair,1,0,palmar right,Hand_0005986.jpg,0
5578,586,21,female,fair,1,0,palmar right,Hand_0005987.jpg,0
5579,586,21,female,fair,1,0,palmar right,Hand_0005988.jpg,0
5580,586,21,female,fair,1,0,palmar right,Hand_0005989.jpg,0
5581,586,21,female,fair,1,0,palmar right,Hand_0005990.jpg,0
5582,586,21,female,fair,1,0,palmar right,Hand_0005991.jpg,0
5583,586,21,female,fair,1,0,palmar right,Hand_0005992.jpg,0
5584,586,21,female,fair,1,0,palmar right,Hand_0005993.jpg,0
5585,586,21,female,fair,1,0,palmar right,Hand_0005994.jpg,0
5586,586,21,female,fair,1,0,palmar right,Hand_0005995.jpg,0
5587,586,21,female,fair,1,0,palmar right,Hand_0005996.jpg,0
5588,586,21,female,fair,1,0,palmar right,Hand_0005997.jpg,0
5589,586,21,female,fair,1,0,palmar right,Hand_0005998.jpg,0
5590,586,21,female,fair,1,0,palmar right,Hand_0005999.jpg,0
5591,586,21,female,fair,1,0,palmar right,Hand_0006000.jpg,0
5592,586,21,female,fair,1,0,palmar right,Hand_0006001.jpg,0
5593,586,21,female,fair,1,0,palmar right,Hand_0006002.jpg,0
5594,586,21,female,fair,1,0,palmar right,Hand_0006003.jpg,0
5607,586,21,female,fair,0,0,palmar left,Hand_0006016.jpg,0
5608,586,21,female,fair,0,0,palmar left,Hand_0006017.jpg,0
5609,586,21,female,fair,0,0,palmar left,Hand_0006018.jpg,0
5610,586,21,female,fair,0,0,palmar left,Hand_0006019.jpg,0
5611,586,21,female,fair,0,0,palmar left,Hand_0006020.jpg,0
5612,586,21,female,fair,0,0,palmar left,Hand_0006021.jpg,0
5613,586,21,female,fair,0,0,palmar left,Hand_0006022.jpg,0
5614,586,21,female,fair,0,0,palmar left,Hand_0006023.jpg,0
5615,586,21,female,fair,0,0,palmar left,Hand_0006024.jpg,0
5616,586,21,female,fair,0,0,palmar left,Hand_0006025.jpg,0
5617,586,21,female,fair,0,0,palmar left,Hand_0006026.jpg,0
5618,586,21,female,fair,0,0,palmar left,Hand_0006027.jpg,0
5619,586,21,female,fair,0,0,palmar left,Hand_0006028.jpg,0
5620,586,21,female,fair,0,0,palmar left,Hand_0006029.jpg,0
5645,1547,21,female,fair,1,0,palmar right,Hand_0006060.jpg,0
5646,1547,21,female,fair,1,0,palmar right,Hand_0006061.jpg,0
5647,1547,21,female,fair,1,0,palmar right,Hand_0006062.jpg,0
5648,1547,21,female,fair,1,0,palmar right,Hand_0006063.jpg,0
5649,1547,21,female,fair,1,0,palmar right,Hand_0006064.jpg,0
5650,1547,21,female,fair,1,0,palmar right,Hand_0006065.jpg,0
5651,1547,21,female,fair,1,0,palmar right,Hand_0006066.jpg,0
5652,1547,21,female,fair,1,0,palmar right,Hand_0006067.jpg,0
5653,1547,21,female,fair,1,0,palmar right,Hand_0006068.jpg,0
5654,1547,21,female,fair,1,0,palmar right,Hand_0006069.jpg,0
5655,1547,21,female,fair,1,0,palmar right,Hand_0006070.jpg,0
5656,1547,21,female,fair,1,0,palmar right,Hand_0006071.jpg,0
5657,1547,21,female,fair,1,0,palmar right,Hand_0006072.jpg,0
5658,1547,21,female,fair,1,0,palmar right,Hand_0006073.jpg,0
5659,1547,21,female,fair,1,0,palmar right,Hand_0006074.jpg,0
5660,1547,21,female,fair,1,0,palmar right,Hand_0006075.jpg,0
5661,1547,21,female,fair,1,0,palmar right,Hand_0006076.jpg,0
5662,1547,21,female,fair,1,0,palmar right,Hand_0006077.jpg,0
5663,1547,21,female,fair,1,0,palmar right,Hand_0006078.jpg,0
5664,1547,21,female,fair,1,0,palmar right,Hand_0006079.jpg,0
5665,1547,21,female,fair,1,0,palmar right,Hand_0006080.jpg,0
5718,1547,21,female,fair,0,0,palmar left,Hand_0006143.jpg,0
5719,1547,21,female,fair,0,0,palmar left,Hand_0006144.jpg,0
5720,1547,21,female,fair,0,0,palmar left,Hand_0006145.jpg,0
5721,1547,21,female,fair,0,0,palmar left,Hand_0006146.jpg,0
5722,1547,21,female,fair,0,0,palmar left,Hand_0006147.jpg,0
5723,1547,21,female,fair,0,0,palmar left,Hand_0006148.jpg,0
5724,1547,21,female,fair,0,0,palmar left,Hand_0006149.jpg,0
5725,1547,21,female,fair,0,0,palmar left,Hand_0006150.jpg,0
5726,1547,21,female,fair,0,0,palmar left,Hand_0006151.jpg,0
5727,1547,21,female,fair,0,0,palmar left,Hand_0006152.jpg,0
5728,1547,21,female,fair,0,0,palmar left,Hand_0006153.jpg,0
5729,1547,21,female,fair,0,0,palmar left,Hand_0006154.jpg,0
5730,1547,21,female,fair,0,0,palmar left,Hand_0006155.jpg,0
5731,1547,21,female,fair,0,0,palmar left,Hand_0006156.jpg,0
5732,1547,21,female,fair,0,0,palmar left,Hand_0006157.jpg,0
5733,1547,21,female,fair,0,0,palmar left,Hand_0006158.jpg,0
5734,1547,21,female,fair,0,0,palmar left,Hand_0006159.jpg,0
5761,1037,21,female,medium,0,0,palmar right,Hand_0006187.jpg,0
5762,1037,21,female,medium,0,0,palmar right,Hand_0006188.jpg,0
5763,1037,21,female,medium,0,0,palmar right,Hand_0006189.jpg,0
5764,1037,21,female,medium,0,0,palmar right,Hand_0006190.jpg,0
5765,1037,21,female,medium,0,0,palmar right,Hand_0006191.jpg,0
5766,1037,21,female,medium,0,0,palmar right,Hand_0006192.jpg,0
5767,1037,21,female,medium,0,0,palmar right,Hand_0006193.jpg,0
5768,1037,21,female,medium,0,0,palmar right,Hand_0006194.jpg,0
5769,1037,21,female,medium,0,0,palmar right,Hand_0006195.jpg,0
5770,1037,21,female,medium,0,0,palmar right,Hand_0006196.jpg,0
5771,1037,21,female,medium,0,0,palmar right,Hand_0006197.jpg,0
5772,1037,21,female,medium,0,0,palmar right,Hand_0006198.jpg,0
5773,1037,21,female,medium,0,0,palmar right,Hand_0006199.jpg,0
5774,1037,21,female,medium,0,0,palmar right,Hand_0006200.jpg,0
5775,1037,21,female,medium,0,0,palmar right,Hand_0006201.jpg,0
5776,1037,21,female,medium,0,0,palmar right,Hand_0006202.jpg,0
5777,1037,21,female,medium,0,0,palmar right,Hand_0006203.jpg,0
5778,1037,21,female,medium,0,0,palmar right,Hand_0006204.jpg,0
5779,1037,21,female,medium,0,0,palmar right,Hand_0006205.jpg,0
5780,1037,21,female,medium,0,0,palmar right,Hand_0006206.jpg,0
5781,1037,21,female,medium,0,0,palmar right,Hand_0006207.jpg,0
5782,1037,21,female,medium,0,0,palmar right,Hand_0006208.jpg,0
5783,1037,21,female,medium,0,0,palmar right,Hand_0006209.jpg,0
5784,1037,21,female,medium,0,0,palmar right,Hand_0006210.jpg,0
5811,1037,21,female,medium,0,0,palmar left,Hand_0006238.jpg,0
5812,1037,21,female,medium,0,0,palmar left,Hand_0006239.jpg,0
5813,1037,21,female,medium,0,0,palmar left,Hand_0006240.jpg,0
5814,1037,21,female,medium,0,0,palmar left,Hand_0006241.jpg,0
5815,1037,21,female,medium,0,0,palmar left,Hand_0006242.jpg,0
5816,1037,21,female,medium,0,0,palmar left,Hand_0006243.jpg,0
5817,1037,21,female,medium,0,0,palmar left,Hand_0006244.jpg,0
5818,1037,21,female,medium,0,0,palmar left,Hand_0006245.jpg,0
5819,1037,21,female,medium,0,0,palmar left,Hand_0006246.jpg,0
5820,1037,21,female,medium,0,0,palmar left,Hand_0006247.jpg,0
5821,1037,21,female,medium,0,0,palmar left,Hand_0006248.jpg,0
5822,1037,21,female,medium,0,0,palmar left,Hand_0006249.jpg,0
5823,1037,21,female,medium,0,0,palmar left,Hand_0006250.jpg,0
5824,1037,21,female,medium,0,0,palmar left,Hand_0006251.jpg,0
5825,1037,21,female,medium,0,0,palmar left,Hand_0006252.jpg,0
5826,1037,21,female,medium,0,0,palmar left,Hand_0006253.jpg,0
5827,1037,21,female,medium,0,0,palmar left,Hand_0006254.jpg,0
5828,1037,21,female,medium,0,0,palmar left,Hand_0006255.jpg,0
5829,1037,21,female,medium,0,0,palmar left,Hand_0006256.jpg,0
5830,1037,21,female,medium,0,0,palmar left,Hand_0006257.jpg,0
5831,1037,21,female,medium,0,0,palmar left,Hand_0006258.jpg,0
5832,1559,20,female,medium,0,0,palmar right,Hand_0006259.jpg,0
5833,1559,20,female,medium,0,0,palmar right,Hand_0006260.jpg,0
5834,1559,20,female,medium,0,0,palmar right,Hand_0006261.jpg,0
